2610;A;CRISTIANO RONALDO;Juventus;44;49;-5
568;A;QUAGLIARELLA;Sampdoria;36;28;8
785;A;IMMOBILE;Lazio;35;41;-6
608;A;ZAPATA D;Atalanta;31;26;5
277;A;ICARDI;Inter;31;39;-8
410;A;MERTENS;Napoli;30;31;-1
2012;A;MILIK;Napoli;28;26;2
2756;A;PIATEK;Milan;26;13;13
409;A;INSIGNE;Napoli;25;27;-2
441;A;BELOTTI;Torino;25;29;-4
2002;C;CHIESA;Fiorentina;24;23;1
309;A;DYBALA;Juventus;24;36;-12
647;A;DZEKO;Roma;24;35;-11
507;A;MURIEL;Fiorentina;24;21;3
704;C;PERISIC;Inter;23;28;-5
26;A;GOMEZ A;Atalanta;23;23;0
312;A;MANDZUKIC;Juventus;23;18;5
475;A;IAGO FALQUE;Torino;23;25;-2
645;C;MILINKOVIC-SAVIC;Lazio;22;30;-8
375;A;SUSO;Milan;22;21;1
177;C;ILICIC;Atalanta;21;26;-5
467;C;NAINGGOLAN;Inter;20;25;-5
1996;C;DE PAUL;Udinese;20;15;5
247;A;PAVOLETTI;Cagliari;20;17;3
2061;A;SIMEONE;Fiorentina;20;26;-6
2201;A;UNDER;Roma;20;21;-1
643;A;DEFREL;Sampdoria;20;20;0
407;A;GABBIADINI;Sampdoria;20;19;1
469;C;PJANIC;Juventus;19;20;-1
406;A;CALLEJON;Napoli;19;21;-2
123;A;INGLESE;Parma;19;13;6
345;A;KEITA B;Inter;19;19;0
2214;D;KOLAROV;Roma;18;17;1
2085;C;LUIS ALBERTO;Lazio;18;27;-9
779;C;CRISTANTE;Roma;18;18;0
2819;A;CAPUTO;Empoli;18;14;4
453;P;SZCZESNY;Juventus;17;18;-1
788;C;FREULER;Atalanta;17;16;1
2215;C;VERETOUT;Fiorentina;17;17;0
2200;C;DOUGLAS COSTA;Juventus;17;24;-7
367;C;BONAVENTURA;Milan;17;20;-3
795;A;EL SHAARAWY;Roma;17;16;1
531;A;BERARDI;Sassuolo;17;16;1
2267;A;ANTENUCCI;SPAL;17;25;-8
250;P;HANDANOVIC;Inter;16;16;0
2306;C;MATUIDI;Juventus;16;15;1
342;C;PAROLO;Lazio;16;13;3
397;C;ALLAN;Napoli;16;17;-1
2378;C;PASTORE;Roma;16;21;-5
2287;C;RAMIREZ;Sampdoria;16;14;2
183;A;BABACAR;Sassuolo;16;14;2
383;A;PETAGNA;SPAL;16;15;1
315;A;ZAZA;Torino;16;22;-6
350;P;DONNARUMMA G;Milan;15;12;3
322;D;DE VRIJ;Inter;15;17;-2
798;D;SKRINIAR;Inter;15;16;-1
662;D;ALEX SANDRO;Juventus;15;17;-2
392;D;KOULIBALY;Napoli;15;17;-2
2288;D;N'KOULOU;Torino;15;12;3
1874;C;JOAO PEDRO;Cagliari;15;13;2
557;C;BENASSI;Fiorentina;15;12;3
495;C;CORREA;Lazio;15;12;3
2155;A;CUTRONE;Milan;15;17;-2
90;A;LASAGNA;Udinese;15;22;-7
513;D;ACERBI;Lazio;14;12;2
464;D;FLORENZI;Roma;14;14;0
265;C;BROZOVIC;Inter;14;16;-2
184;C;BERNARDESCHI;Juventus;14;16;-2
2504;C;CAN;Juventus;14;19;-5
697;C;CUADRADO;Juventus;14;18;-4
2194;C;CALHANOGLU;Milan;14;21;-7
2775;C;RUIZ;Napoli;14;14;0
152;C;ZIELINSKI;Napoli;14;14;0
2263;C;LAZZARI M;SPAL;14;10;4
536;A;POLITANO;Inter;14;15;-1
2779;A;KLUIVERT;Roma;14;18;-4
474;A;GERVINHO;Parma;14;10;4
2130;D;HATEBOER;Atalanta;13;8;5
2310;D;CANCELO;Juventus;13;14;-1
288;D;CHIELLINI;Juventus;13;12;1
1870;C;BARELLA;Cagliari;13;14;-1
111;C;BIRSA;Cagliari;13;12;1
299;C;KHEDIRA;Juventus;13;18;-5
376;C;VERDI;Napoli;13;18;-5
530;C;PELLEGRINI LO;Roma;13;14;-1
556;C;BASELLI;Torino;13;10;3
4322;C;PAQUETA';Milan;13;13;0
2743;A;SANTANDER;Bologna;13;10;3
2327;A;STEPINSKI;Chievo;13;13;0
2812;A;CIANO;Frosinone;13;10;3
2764;A;MARTINEZ L;Inter;13;17;-4
1974;A;SCHICK;Roma;13;17;-4
2692;A;CASTILLEJO;Milan;13;16;-3
2179;P;SIRIGU;Torino;12;11;1
2296;D;MANCINI G;Atalanta;12;8;4
695;D;TOLOI;Atalanta;12;10;2
286;D;BONUCCI;Juventus;12;12;0
459;D;MANOLAS;Roma;12;12;0
226;D;IZZO;Torino;12;9;3
148;C;KRUNIC;Empoli;12;9;3
150;C;SAPONARA;Sampdoria;12;10;2
1850;C;KESSIE';Milan;12;11;1
526;C;DUNCAN;Sassuolo;12;8;4
2762;A;KOUAME';Genoa;12;3;9
1958;A;CAPRARI;Sampdoria;12;10;2
1857;A;DI FRANCESCO F;Sassuolo;12;14;-2
2859;A;MIRALLAS;Fiorentina;12;14;-2
479;A;SANABRIA;Genoa;12;11;1
2178;P;CRAGNO;Cagliari;11;8;3
413;P;SORRENTINO;Chievo;11;9;2
2387;P;LAFONT;Fiorentina;11;10;1
1934;P;STRAKOSHA;Lazio;11;12;-1
572;P;MERET;Napoli;11;14;-3
2836;P;OLSEN;Roma;11;14;-3
2309;D;PEZZELLA GER;Fiorentina;11;10;1
2006;D;LIROLA;Sassuolo;11;6;5
706;D;ANSALDI;Torino;11;11;0
487;D;DE SILVESTRI;Torino;11;14;-3
523;D;VRSALJKO;Inter;11;14;-3
2077;C;PASALIC;Atalanta;11;14;-3
702;C;GIACCHERINI;Chievo;11;14;-3
236;C;LAZOVIC;Genoa;11;5;6
338;C;LULIC;Lazio;11;11;0
28;C;KURTIC;SPAL;11;9;2
1879;A;FARIAS;Empoli;11;12;-1
447;A;LA GUMINA;Empoli;11;12;-1
1998;A;PJACA;Fiorentina;11;16;-5
2826;A;PUSSETTO;Udinese;11;12;-1
4324;A;OKAKA;Udinese;11;10;1
159;P;SEPE;Parma;10;6;4
761;P;AUDERO;Sampdoria;10;9;1
509;P;CONSIGLI;Sassuolo;10;9;1
2160;D;GOSENS;Atalanta;10;7;3
460;D;ROMAGNOLI A;Milan;10;10;0
388;D;ALBIOL;Napoli;10;13;-3
1864;D;BRUNO ALVES;Parma;10;5;5
2016;D;FAZIO;Roma;10;11;-1
22;C;DE ROON;Atalanta;10;8;2
374;C;POLI;Bologna;10;8;2
112;C;CASTRO;Cagliari;10;12;-2
627;C;IONITA;Cagliari;10;9;1
1967;C;GERSON;Fiorentina;10;11;-1
621;C;ROMULO;Lazio;10;9;1
402;C;HAMSIK;Napoli;10;15;-5
2065;C;PRAET;Sampdoria;10;10;0
238;C;RINCON;Torino;10;7;3
2391;C;EKDAL;Sampdoria;10;8;2
2617;C;NZONZI;Roma;10;11;-1
280;A;PALACIO;Bologna;10;8;2
537;A;SANSONE N;Bologna;10;11;-1
133;P;SKORUPSKI;Bologna;9;9;0
2749;D;SRNA;Cagliari;9;7;2
2816;D;DI LORENZO;Empoli;9;5;4
252;D;BIRAGHI;Fiorentina;9;6;3
2759;D;CRISCITO;Genoa;9;9;0
295;D;ASAMOAH;Inter;9;9;0
2169;D;RODRIGUEZ R;Milan;9;8;1
144;D;TONELLI;Sampdoria;9;6;3
73;D;GAGLIOLO;Parma;9;6;3
1895;D;FERRARI G;Sassuolo;9;8;1
578;D;DANILO;Bologna;9;8;1
332;C;CANDREVA;Inter;9;13;-4
2209;C;LUCAS LEIVA;Lazio;9;12;-3
237;C;PEROTTI;Roma;9;16;-7
2766;C;ZANIOLO;Roma;9;1;8
2008;C;LINETTY;Sampdoria;9;6;3
2789;C;MEITE';Torino;9;3;6
1986;C;FOFANA;Udinese;9;9;0
2639;C;BAKAYOKO;Milan;9;11;-2
234;C;KUCKA;Parma;9;9;0
532;A;FALCINELLI;Bologna;9;16;-7
126;A;PALOSCHI;SPAL;9;13;-4
4337;A;OBERLIN;Empoli;9;9;0
540;P;GOMIS A;SPAL;8;1;7
484;P;VIVIANO;SPAL;8;8;0
15;D;MASIELLO A;Atalanta;8;14;-6
2181;D;PALOMINO;Atalanta;8;7;1
166;D;PASQUAL;Empoli;8;7;1
2164;D;MILENKOVIC;Fiorentina;8;6;2
2083;D;BIRASCHI;Genoa;8;6;2
253;D;D'AMBROSIO;Inter;8;8;0
358;D;DE SCIGLIO;Juventus;8;7;1
329;D;RADU;Lazio;8;8;0
140;D;HYSAJ;Napoli;8;9;-1
2320;D;ANDERSEN;Sampdoria;8;6;2
1868;D;MURRU;Sampdoria;8;6;2
492;D;SILVESTRE;Empoli;8;7;1
2315;D;STRYGER LARSEN;Udinese;8;6;2
2860;D;MALCUIT;Napoli;8;7;1
2870;D;TROOST-EKONG;Udinese;8;3;5
2818;C;BENNACER;Empoli;8;6;2
202;C;CHIBSAH;Frosinone;8;3;5
264;C;BESSA;Genoa;8;7;1
2166;C;BENTANCUR;Juventus;8;8;0
827;C;LOCATELLI M;Sassuolo;8;7;1
1987;C;JANKTO;Sampdoria;8;15;-7
1978;C;SENSI;Sassuolo;8;6;2
633;C;FARES;SPAL;8;5;3
2172;C;BARAK;Udinese;8;15;-7
2719;A;BARROW;Atalanta;8;11;-3
2038;A;PINAMONTI;Frosinone;8;7;1
637;A;SILIGARDI;Parma;8;7;1
316;P;BERISHA E;Atalanta;7;12;-5
4;P;SPORTIELLO;Frosinone;7;6;1
1843;P;RADU I;Genoa;7;1;6
2792;P;MUSSO;Udinese;7;8;-1
2197;D;CASTAGNE;Atalanta;7;6;1
2279;D;ROMAGNA;Cagliari;7;6;1
2335;D;LUIZ FELIPE;Lazio;7;8;-1
353;D;ABATE;Milan;7;3;4
357;D;CALABRIA;Milan;7;6;1
390;D;GHOULAM;Napoli;7;9;-2
142;D;MARIO RUI;Napoli;7;8;-1
2801;D;IACOPONI;Parma;7;2;5
256;D;JUAN JESUS;Roma;7;7;0
2784;D;COLLEY;Sampdoria;7;7;0
780;D;CIONEK;SPAL;7;9;-2
2280;D;NUYTINCK;Udinese;7;5;2
1952;D;ZAMPANO;Frosinone;7;5;2
2865;D;AINA;Torino;7;4;3
2355;D;MARLON;Sassuolo;7;8;-1
2869;D;DJIDJI;Torino;7;5;2
2141;C;DEPAOLI;Chievo;7;4;3
433;C;HILJEMARK;Genoa;7;6;1
172;C;BORJA VALERO;Inter;7;6;1
181;C;VECINO;Inter;7;10;-3
2771;C;BERISHA V;Lazio;7;11;-4
2188;C;MARUSIC;Lazio;7;9;-2
2802;C;BARILLA';Parma;7;3;4
438;C;RIGONI L;Parma;7;8;-1
2778;C;STULAC;Parma;7;5;2
2825;C;BOURABIA;Sassuolo;7;5;2
529;C;MISSIROLI;SPAL;7;6;1
2274;C;VALOTI;SPAL;7;5;2
2302;C;BEHRAMI;Udinese;7;4;3
1933;C;MANDRAGORA;Udinese;7;9;-2
2625;C;SORIANO;Bologna;7;12;-5
2078;C;JOAO MARIO;Inter;7;3;4
4334;C;PIAZON;Chievo;7;7;0
2167;A;ORSOLINI;Bologna;7;3;4
344;A;DJORDJEVIC;Chievo;7;11;-4
127;A;PELLISSIER;Chievo;7;3;4
606;A;THEREAU;Cagliari;7;13;-6
245;A;PANDEV;Genoa;7;9;-2
2195;A;OUNAS;Napoli;7;7;0
2246;A;CERAVOLO;Parma;7;10;-3
2873;A;TEODORCZYK;Udinese;7;12;-5
615;D;HELANDER;Bologna;6;7;-1
106;D;MATTIELLO;Bologna;6;8;-2
50;D;MBAYE;Bologna;6;5;1
2165;D;VITOR HUGO;Fiorentina;6;6;0
418;D;GOLDANIGA;Frosinone;6;6;0
54;D;ROSSETTINI;Chievo;6;5;1
2120;D;BASTONI;Parma;6;1;5
1847;D;CALDARA;Milan;6;12;-6
294;D;RUGANI;Juventus;6;8;-2
2168;D;MUSACCHIO;Milan;6;5;1
2769;D;MAGNANI;Sassuolo;6;2;4
708;D;FELIPE;SPAL;6;6;0
2261;D;VICARI;SPAL;6;4;2
2192;D;BONIFAZI;SPAL;6;3;3
2871;D;KLAVAN;Cagliari;6;7;-1
4307;D;ROMERO C;Genoa;6;1;5
713;C;DZEMAILI;Bologna;6;13;-7
301;C;PADOIN;Cagliari;6;4;2
115;C;HETEMAJ;Chievo;6;6;0
2659;C;DABO;Fiorentina;6;7;-1
2105;C;BEGHETTO;Frosinone;6;2;4
651;C;MAIELLO;Frosinone;6;5;1
235;C;LAXALT;Milan;6;9;-3
2646;C;SANDRO;Udinese;6;9;-3
801;C;GAGLIARDINI;Inter;6;7;-1
331;C;BIGLIA;Milan;6;8;-2
2187;C;BORINI;Milan;6;6;0
58;C;DIAWARA;Napoli;6;9;-3
463;C;DE ROSSI;Roma;6;8;-2
2832;C;BOGA;Sassuolo;6;8;-2
1995;C;DJURICIC;Sassuolo;6;5;1
528;C;MAGNANELLI;Sassuolo;6;5;1
2265;C;SCHIATTARELLA;SPAL;6;4;2
555;C;ACQUAH;Empoli;6;4;2
2205;C;BERENGUER;Torino;6;5;1
2854;C;BRADARIC;Cagliari;6;9;-3
2857;C;TRAORE' HJ;Empoli;6;1;5
4330;C;LERAGER;Genoa;6;6;0
4338;C;JANKOVIC;SPAL;6;6;0
472;A;DESTRO;Bologna;6;13;-7
1882;A;SAU;Sampdoria;6;9;-3
212;A;CIOFANI D;Frosinone;6;6;0
1939;A;LAPADULA;Genoa;6;12;-6
380;A;MATRI;Sassuolo;6;3;3
2317;A;BRIGNOLA;Sassuolo;6;9;-3
2468;P;OSPINA;Napoli;5;1;4
2745;D;CALABRESI;Bologna;5;1;4
2746;D;DIJKS;Bologna;5;5;0
419;D;GONZALEZ G;Bologna;5;6;-1
1866;D;CEPPITELLI;Cagliari;5;8;-3
2116;D;FARAGO';Cagliari;5;4;1
1869;D;PISACANE;Cagliari;5;4;1
2285;D;BANI;Chievo;5;6;-1
99;D;CACCIATORE;Cagliari;5;7;-2
48;D;MAIETTA;Empoli;5;5;0
1891;D;CECCHERINI;Fiorentina;5;6;-1
515;D;ARIAUDO;Frosinone;5;4;1
