257;D;MIRANDA;Inter;5;7;-2
2007;D;WALLACE;Lazio;5;5;0
11;D;CONTI;Milan;5;7;-2
365;D;ZAPATA C;Milan;5;4;1
2104;D;BERESZYNSKI;Sampdoria;5;7;-2
790;D;SAMIR;Udinese;5;6;-1
2795;D;TER AVEST;Udinese;5;3;2
134;D;BARBA;Chievo;5;4;1
2535;D;CEDRIC SOARES;Inter;5;5;0
21;C;D'ALESSANDRO;Udinese;5;3;2
1859;C;NAGY;Bologna;5;4;1
644;C;PULGAR;Bologna;5;10;-5
2744;C;SVANBERG;Bologna;5;3;2
20;C;CIGARINI;Cagliari;5;7;-2
118;C;RADOVANOVIC;Genoa;5;7;-2
276;C;BIABIANY;Parma;5;5;0
27;C;GRASSI;Parma;5;9;-4
2804;C;SCOZZARELLA;Parma;5;3;2
494;C;BARRETO;Sampdoria;5;5;0
2213;C;CASSATA;Frosinone;5;2;3
2863;C;FERNANDES;Fiorentina;5;7;-2
471;C;UCAN;Empoli;5;6;-1
124;A;MEGGIORINI;Chievo;5;6;-1
213;A;DIONISI;Frosinone;5;11;-6
2658;A;MEDEIROS;Genoa;5;11;-6
819;A;FAVILLI;Genoa;5;10;-5
2284;A;CAICEDO;Lazio;5;6;-1
1982;A;PARIGINI;Torino;5;7;-2
610;P;GOLLINI;Atalanta;4;1;3
2815;P;TERRACCIANO;Fiorentina;4;1;3
318;P;MARCHETTI;Genoa;4;10;-6
218;P;PERIN;Juventus;4;1;3
570;P;KARNEZIS;Napoli;4;1;3
224;D;DE MAIO;Udinese;4;7;-3
1865;D;CAPUANO;Frosinone;4;5;-1
2208;D;JAROSZYNSKI;Chievo;4;5;-1
169;D;TOMOVIC;Chievo;4;6;-2
141;D;LAURINI;Fiorentina;4;3;1
244;D;GHIGLIONE;Frosinone;4;2;2
2062;D;BASTOS;Lazio;4;8;-4
1999;D;LUKAKU J;Lazio;4;5;-1
356;D;ANTONELLI;Empoli;4;4;0
550;D;MAKSIMOVIC;Napoli;4;4;0
254;D;DIMARCO;Parma;4;5;-1
519;D;GAZZOLA;Parma;4;5;-1
262;D;SANTON;Roma;4;3;1
630;D;SALA;Sampdoria;4;3;1
2318;D;ROGERIO;Sassuolo;4;4;0
552;D;MORETTI;Torino;4;3;1
273;D;SCHELOTTO;Chievo;4;4;0
2741;C;PESSINA;Atalanta;4;5;-1
1858;C;KREJCI;Bologna;4;5;-1
1871;C;DEIOLA;Cagliari;4;3;1
2107;C;KIYINE;Chievo;4;3;1
119;C;RIGONI N;Chievo;4;6;-2
1976;C;MAZZITELLI;Genoa;4;6;-2
333;C;CATALDI;Lazio;4;4;0
631;C;VIVIANI;Frosinone;4;9;-5
405;C;VALDIFIORI;SPAL;4;3;1
170;C;BADELJ;Lazio;4;7;-3
2856;C;ROLON;Genoa;4;5;-1
2866;C;VLOET;Frosinone;4;6;-2
2011;C;MIGUEL VELOSO;Genoa;4;4;0
4327;C;OLIVA;Cagliari;4;4;0
147;C;DIOUSSE';Chievo;4;4;0
306;A;CERRI;Cagliari;4;7;-3
2814;P;PROVEDEL;Empoli;3;6;-3
542;P;ICHAZO;Torino;3;1;2
787;D;DJIMSITI;Atalanta;3;2;1
2064;D;VESELI;Empoli;3;4;-1
2754;D;HANCKO;Fiorentina;3;3;0
551;D;MOLINARO;Frosinone;3;7;-4
2758;D;GUNTER;Genoa;3;3;0
729;D;PEREIRA P;Genoa;3;3;0
493;D;ZUKANOVIC;Genoa;3;5;-2
287;D;CACERES;Juventus;3;5;-2
327;D;PATRIC;Lazio;3;2;1
105;D;GOBBI;Parma;3;2;1
2180;D;KARSDORP;Roma;3;6;-3
2782;D;MARCANO;Roma;3;7;-4
2594;D;LEMOS;Sassuolo;3;7;-4
521;D;PELUSO;Sassuolo;3;4;-1
817;D;COSTA F;SPAL;3;4;-1
491;D;SALAMON;Frosinone;3;4;-1
2793;D;OPOKU;Udinese;3;3;0
4332;D;DEMIRAL;Sassuolo;3;3;0
669;C;DONSAH;Bologna;3;8;-5
2830;C;NORGAARD;Fiorentina;3;5;-2
305;C;STURARO;Genoa;3;3;0
366;C;BERTOLACCI;Milan;3;8;-5
2009;C;LUKIC;Torino;3;2;1
2855;C;VIEIRA;Sampdoria;3;6;-3
666;C;MACHIN;Parma;3;3;0
2100;A;OKWONKWO;Bologna;3;5;-2
154;A;MCHEDLIDZE;Empoli;3;5;-2
2097;A;KEAN;Juventus;3;7;-4
2773;A;SPROCATI;Parma;3;1;2
789;A;TROTTA;Frosinone;3;8;-5
4333;A;DESPODOV;Cagliari;3;3;0
4335;A;SCHIAPPACASSE;Parma;3;3;0
4325;P;JANDREI;Genoa;2;2;0
2653;D;LYKOGIANNIS;Cagliari;2;5;-3
1876;D;PAJAC;Empoli;2;2;0
2752;D;RASMUSSEN;Empoli;2;3;-1
1867;D;KRAJNC;Frosinone;2;4;-2
2289;D;DALBERT;Inter;2;3;-1
1852;D;SPINAZZOLA;Juventus;2;6;-4
2797;D;JUNIOR TAVARES;Sampdoria;2;3;-1
824;D;ADJAPONG;Sassuolo;2;3;-1
517;D;DELL'ORCO;Empoli;2;4;-2
2787;D;DICKMANN;SPAL;2;2;0
2171;D;LYANCO;Bologna;2;6;-4
770;D;PEZZELLA GIU;Genoa;2;5;-3
4323;D;ZEEGELAAR;Udinese;2;2;0
4331;D;IBANEZ;Atalanta;2;2;0
2833;C;KULUSEVSKI;Atalanta;2;1;1
2742;C;VALZANIA;Frosinone;2;2;0
2154;C;VIGNATO;Chievo;2;1;1
56;C;BRIGHI;Empoli;2;2;0
205;C;GORI;Frosinone;2;1;1
173;C;CAPEZZI;Empoli;2;4;-2
2334;A;LERIS;Chievo;2;1;1
533;A;FLOCCARI;SPAL;2;5;-3
1839;A;EDERA;Bologna;2;4;-2
2297;P;ROSSI F;Atalanta;1;1;0
40;P;DA COSTA;Bologna;1;1;0
2249;P;SANTURRO;Bologna;1;1;0
1946;P;ARESTI;Cagliari;1;1;0
611;P;RAFAEL;Cagliari;1;1;0
1941;P;FULIGNATI;SPAL;1;1;0
97;P;SECULIN;Chievo;1;1;0
1917;P;DRAGOWSKI;Empoli;1;1;0
799;P;BARDI;Frosinone;1;1;0
2761;P;VODISEK;Genoa;1;1;0
248;P;BERNI;Inter;1;1;0
543;P;PADELLI;Inter;1;1;0
1930;P;PINSOGLIO;Juventus;1;1;0
317;P;GUERRIERI;Lazio;1;1;0
2770;P;PROTO;Lazio;1;1;0
216;P;DONNARUMMA A;Milan;1;1;0
2091;P;PLIZZARI;Milan;1;1;0
387;P;REINA;Milan;1;1;0
2799;P;FRATTALI;Parma;1;1;0
2781;P;FUZATO;Roma;1;1;0
41;P;MIRANTE;Roma;1;1;0
720;P;BELEC;Sampdoria;1;1;0
386;P;RAFAEL CABRAL;Sampdoria;1;1;0
510;P;PEGOLO;Sassuolo;1;1;0
2127;P;SATALINO;Sassuolo;1;1;0
2256;P;POLUZZI;SPAL;1;1;0
2790;P;ROSATI;Torino;1;1;0
2271;P;NICOLAS;Udinese;1;1;0
2861;P;SEMPER;Chievo;1;1;0
2862;P;IACOBUCCI;Frosinone;1;1;0
2874;P;GHIDOTTI;Fiorentina;1;1;0
2875;P;BAGHERIA;Parma;1;1;0
673;P;PERISAN;Udinese;1;1;0
4328;P;PERUCCHINI;Empoli;1;1;0
4336;P;BRAZAO;Parma;1;1;0
2739;D;RECA;Atalanta;1;5;-4
2740;D;VARNIER;Atalanta;1;1;0
2747;D;PAZ;Bologna;1;4;-3
251;D;ANDREOLLI;Chievo;1;4;-3
2663;D;TANASIJEVIC;Chievo;1;1;0
2753;D;MARCJANIK;Empoli;1;4;-3
1918;D;DIKS;Empoli;1;4;-3
2810;D;BRIGHENTI;Frosinone;1;2;-1
2757;D;LAKICEVIC;Genoa;1;5;-4
261;D;RANOCCHIA;Inter;1;4;-3
285;D;BARZAGLI;Juventus;1;3;-2
319;D;BASTA;Lazio;1;3;-2
362;D;SIMIC S;Frosinone;1;2;-1
395;D;STRINIC;Milan;1;5;-4
640;D;CHIRICHES;Napoli;1;3;-2
393;D;LUPERTO;Napoli;1;2;-1
2783;D;BIANDA;Roma;1;1;0
2728;D;PELLEGRINI LU;Cagliari;1;3;-2
45;D;FERRARI A;Sampdoria;1;4;-3
2300;D;LEVERBE;Cagliari;1;1;0
490;D;REGINI;SPAL;1;3;-2
2129;D;SIMIC L;SPAL;1;2;-1
2847;D;SERNICOLA;Sassuolo;1;1;0
2788;D;BREMER;Torino;1;4;-3
575;D;ADNAN;Atalanta;1;3;-2
2772;D;DURMISI;Lazio;1;5;-4
100;D;CESAR;Chievo;1;1;0
4302;D;SIERRALTA;Parma;1;1;0
4329;D;NIKOLAOU;Empoli;1;1;0
4339;D;WILMOT;Udinese;1;1;0
2133;C;VALENCIA JM;Bologna;1;1;0
207;C;PAGANINI;Frosinone;1;2;-1
2332;C;BRUNO JORDAO;Lazio;1;1;0
2003;C;MURGIA;SPAL;1;3;-2
371;C;MAURI J;Milan;1;1;0
372;C;MONTOLIVO;Milan;1;4;-3
400;C;DEZI;Parma;1;5;-4
2780;C;CORIC;Roma;1;3;-2
2852;C;RICCARDI;Roma;1;1;0
2785;C;PEETERS;Sampdoria;1;1;0
2732;C;STIJEPOVIC;Sampdoria;1;1;0
2850;C;KATUMA;Udinese;1;1;0
589;C;BADU;Udinese;1;5;-4
2191;C;INGELSSON;Udinese;1;1;0
209;C;SAMMARCO;Frosinone;1;1;0
2877;C;BURRUCHAGA;Chievo;1;1;0
174;C;DIAKHATE;Parma;1;1;0
156;A;PUCCIARELLI;Chievo;1;4;-3
2840;A;GRAICIAR;Fiorentina;1;1;0
2841;A;VLAHOVIC;Fiorentina;1;1;0
2844;A;COLIDIO;Inter;1;1;0
2304;A;SALCEDO MORA;Inter;1;1;0
2333;A;PEDRO NETO;Lazio;1;1;0
2776;A;YOUNES;Napoli;1;3;-2
2765;A;ODGAARD;Sassuolo;1;1;0
2137;A;SCAMACCA;Sassuolo;1;1;0
2849;A;DAMASCAN;Torino;1;1;0
2794;A;MICIN;Udinese;1;1;0
2878;A;DALMONTE;Genoa;1;1;0
